SourceId,HypothesisId,Annotation,Text
1023,1023-4e,"[u'Task valence', u'performance', u'typical', u'maximum performance conditions', u'Declarative knowledge', u'performance', u'maximum', u'typical performance conditions']",Task valence will correlate higher with participants’ performance under typical than under maximum performance conditions.
1023,1023-5a,"[u'Declarative knowledge', u'performance', u'maximum', u'typical performance conditions', u'Procedural skills', u'performance', u'maximum', u'typical performance conditions']",Declarative knowledge will correlate higher with participants’ performance under maximum than under typical performance conditions.
1023,1023-5b,"[u'Procedural skills', u'performance', u'maximum', u'typical performance conditions', u'performance', u'maximum performance conditions', u'taskrelated knowledge', u'procedural skills', u'performance', u'typical performance conditions', u'motivation']",Procedural skills will correlate higher with participants’ performance under maximum than under typical performance conditions.
1023,1023-6,"[u'performance', u'maximum performance conditions', u'taskrelated knowledge', u'procedural skills', u'performance', u'typical performance conditions', u'motivation']","The best predictors of performance under maximum performance conditions will be measures of taskrelated knowledge and procedural skills, whereas the best predictors of performance under typical performance conditions will include measures of motivation as well."
1024,1024-1,"[u'Individual-level TFL', u'work-unit-level TFL', u'employee service performance', u'self-efficacy', u'effective commitment', u'job satisfaction', u'individual-level relationship between TFL', u'employee service performance']",Individual-level TFL and work-unit-level TFL are both positively related to employee service performance.
1024,1024-2,"[u'self-efficacy', u'effective commitment', u'job satisfaction', u'individual-level relationship between TFL', u'employee service performance']","Employee self-efficacy, effective commitment, and job satisfaction partially mediate the individual-level relationship between TFL and employee service performance."
1024,1024-3,"[u'Work-unit-level service climate', u'work-unit-level TFL', u'individual-level employee service performance', u'Work-unit-level service climate', u'individual-level TFL', u'employee service performance', u'positive service climate']",Work-unit-level service climate partially mediates the relationship between work-unit-level TFL and individual-level employee service performance.
1024,1024-4,"[u'Work-unit-level service climate', u'individual-level TFL', u'employee service performance', u'positive service climate', u'Employee service performance', u'customers\u2019 intention to maintain a long-term service relationship with the employee', u'number of long-term customers of the employee']","Work-unit-level service climate moderates the effect of individual-level TFL on employee service performance, such that the effect is stronger when there is a positive service climate."
1024,1024-5,"[u'Employee service performance', u'customers\u2019 intention to maintain a long-term service relationship with the employee', u'number of long-term customers of the employee', u'Perceived role breadth of interpersonal helping', u'taking charge', u'interpersonal helping behavior', u'taking charge behavior']",Employee service performance is positively related to customers’ intention to maintain a long-term service relationship with the employee and to the number of long-term customers of the employee.
1025,1025-1,"[u'Perceived role breadth of interpersonal helping', u'taking charge', u'interpersonal helping behavior', u'taking charge behavior', u'Perceived instrumentality of interpersonal helping', u'taking charge', u'interpersonal helping', u'taking charge behavior']","Perceived role breadth of interpersonal helping and taking charge will be positively related to interpersonal helping behavior and taking charge behavior, respectively."
1025,1025-2,"[u'Perceived instrumentality of interpersonal helping', u'taking charge', u'interpersonal helping', u'taking charge behavior', u'Perceived efficacy of interpersonal helping', u'taking charge', u'interpersonal helping', u'taking charge behavior']","Perceived instrumentality of interpersonal helping and taking charge will be positively related to interpersonal helping and taking charge behavior, respectively."
