,1036,,,,,,,Hypothesis 1c,The strength of the negative effective relationship that X has with Y will be negatively related to the extent to which X helps Y.,strength of the negative effective relationship that X has with Y,extent to which X helps Y,,,,,,2403,Dyadic negative affective relationships,strength of the negative effective relationship that X has with Y,Regular,2403,,2399,False,,Negative,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 1d,The strength of the negative effective relationship that X has with Y will be positively related to the extent to which X harms Y.,strength of the negative effective relationship that X has with Y,extent to which X harms Y,,,,,,2403,Dyadic negative affective relationships,strength of the negative effective relationship that X has with Y,Regular,2403,,2400,True,0.05,positive,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 2a,Common third-party positive effective relationships that X shares with Y will be positively related to the extent to which X helps Y.,Common third-party positive effective relationships that X shares with Y,extent to which X helps Y,,,,,,2404,Third party positive affective relationships,Common third-party positive effective relationships that X shares with Y,Regular,2404,,2399,TRUE,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 2b,Common third-party positive effective relationships that X shares with Y will be negatively related to the extent to which X harms Y.,Common third-party positive effective relationships that X shares with Y,extent to which X harms Y,,,,,,2404,Third party positive affective relationships,Common third-party positive effective relationships that X shares with Y,Regular,2404,,2400,TRUE,0.05,Negative,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 2c,Common third-party negative effective relationships that X shares with Y will be positively related to the extent to which X helps Y.,Common third-party negative effective relationships that X shares with Y,extent to which X helps Y,,,,,,2405,Third party negative affective relationships,Common third-party negative effective relationships that X shares with Y,Regular,2405,,2399,TRUE,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 2d,Common third-party negative effective relationships that X shares with Y will be negatively related to the extent to which X harms Y.,Common third-party negative effective relationships that X shares with Y,extent to which X harms Y,,,,,,2405,Third party negative affective relationships,Common third-party negative effective relationships that X shares with Y,Regular,2405,,2400,False,,Negative,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 3a,X’s centrality in the positive effective relationship network will be positively related to the extent to which X helps Y.,X’s centrality in the positive effective relationship network,extent to which X helps Y,,,,,,2406,Centrality in positive affective relationship networks,X’s centrality in the positive effective relationship network,Regular,2406,,2399,False,,Positive,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 3b,X’s centrality in the positive effective relationship network will be negatively related to the extent to which X harms Y.,X’s centrality in the positive effective relationship network,extent to which X harms Y,,,,,,2406,Centrality in positive affective relationship networks,X’s centrality in the positive effective relationship network,Regular,2406,,2400,False,,Negative,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 3c,Y’s centrality in the positive effective relationship network will be positively related to the extent to which X helps Y.,Y’s centrality in the positive effective relationship network,extent to which X helps Y,,,,,,2406,Centrality in positive affective relationship networks,Y’s centrality in the positive effective relationship network,Regular,2406,,2399,True,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 3d,Y’s centrality in the positive effective relationship network will be negatively related to the extent to which X harms Y.,Y’s centrality in the positive effective relationship network,extent to which X harms Y,,,,,,2406,Centrality in positive affective relationship networks,Y’s centrality in the positive effective relationship network,Regular,2406,,2400,False,,Negative,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 4a,X’s centrality in the negative effective relationship network will be negatively related to the extent to which X helps Y.,X’s centrality in the negative effective relationship network,extent to which X helps Y,,,,,,52809,Centrality in negative affective relationship networks,X’s centrality in the negative effective relationship network,Regular,52809,,2399,False,,Negative,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 4b,X’s centrality in the negative effective relationship network will be positively related to the extent to which X harms Y.,X’s centrality in the negative effective relationship network,extent to which X harms Y,,,,,,52809,Centrality in negative affective relationship networks,X’s centrality in the negative effective relationship network,Regular,52809,,2400,TRUE,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 4c,Y’s centrality in the negative effective relationship network will be negatively related to the extent to which X helps Y.,Y’s centrality in the negative effective relationship network,extent to which X helps Y,,,,,,52809,Centrality in negative affective relationship networks,Y’s centrality in the negative effective relationship network,Regular,52809,,2399,TRUE,0.05,Negative,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,1036,,,,,,,Hypothesis 4d,Y’s centrality in the negative effective relationship network will be positively related to the extent to which X harms Y.,Y’s centrality in the negative effective relationship network,extent to which X harms Y,,,,,,52809,Centrality in negative affective relationship networks,Y’s centrality in the negative effective relationship network,Regular,52809,,2400,TRUE,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2400,Interpersonal harming,extent to which X harms Y,,,,,,,,,
,1036,,,,,,,Hypothesis 5,The frequency of voluntary interaction that X has with Y will be positively related to the extent to which X helps Y.,frequency of voluntary interaction that X has with Y,extent to which X helps Y,,,,,,52949,Frequency of voluntary interaction,frequency of voluntary interaction that X has with Y,Regular,52949,,2399,TRUE,0.05,Positive,,
,1036,,,,,,,,,,,,,,,,2399,Interpersonal helping,extent to which X helps Y,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1037,,,Heather,Jocelyn,Connor,,Hypothesis 1,"Expatriate goal orientation is related to work adjustment such that (a) a learning goal orientation is positively related to work adjustment, (b) a proving goal orientation is positively related to work adjustment, and (c) an avoiding goal orientation is negatively related to work adjustment.",Expatriate goal orientation,work adjustment,learning goal orientation,work adjustment,proving goal orientation,work adjustment,avoiding goal orientation,52811,Learning goal orientation,Expatriate goal orientation,Regular,52811,,52816,TRUE,0.01,Positive,,
,1037,,,,,,,,,work adjustment,,,,,,,52812,Proving goal orientation,Expatriate goal orientation,Regular,52812,,52816,TRUE,0.01,Positive,,
,1037,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,Expatriate goal orientation,Regular,52813,,52816,TRUE,0.01,Negative,,
,,,,,,,,,,,,,,,,,52816,Work adjustment,work adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52811,Learning goal orientation,learning goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52816,Work adjustment,work adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52812,Proving goal orientation,proving goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52816,Work adjustment,work adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,avoiding goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52816,Work adjustment,work adjustment,,,,,,,,,
,1037,,,,,,,Hypothesis 2,"Expatriate goal orientation is related to interaction adjustment such that (a) a learning goal orientation is positively related to interaction adjustment, (b) a proving goal orientation is positively related to interaction adjustment, and (c) an avoiding goal orientation is negatively related to interaction adjustment.",Expatriate goal orientation,interaction adjustment,learning goal orientation,interaction adjustment,proving goal orientation,interaction adjustment,avoiding goal orientation,52811,Learning goal orientation,Expatriate goal orientation,Regular,52814,,52815,TRUE,0.01,Positive,,
,1037,,,,,,,,,interaction adjustment,,,,,,,52812,Proving goal orientation,Expatriate goal orientation,Regular,52815,,52815,TRUE,0.01,Positive,,
,1037,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,Expatriate goal orientation,Regular,52816,,52815,TRUE,0.01,Negative,,
,,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52811,Learning goal orientation,learning goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52812,Proving goal orientation,proving goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,avoiding goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,,,,,,,,,
,1037,,,,,,,Hypothesis 3,"Expatriate goal orientation is related to general adjustment such that (a) a learning goal orientation is positively related to general adjustment, (b) a proving goal orientation is not related to general adjustment, and (c) an avoiding goal orientation is not related to general adjustment.",Expatriate goal orientation,general adjustment,learning goal orientation,general adjustment,proving goal orientation,general adjustment,avoiding goal orientation,52811,Learning goal orientation,Expatriate goal orientation,Regular,52817,,52814,TRUE,0.01,Positive,,
,1037,,,,,,,,,general adjustment,,,,,,,52812,Proving goal orientation,Expatriate goal orientation,Regular,52818,,52814,TRUE,0.05,No effect,,
,1037,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,Expatriate goal orientation,Regular,52819,,52814,TRUE,0.05,No effect,,
,,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52811,Learning goal orientation,learning goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52812,Proving goal orientation,proving goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,,,,,,,,,
,,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,avoiding goal orientation,,,,,,,,,
,,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,,,,,,,,,
,1037,,,,,,,Hypothesis 4,"Work, interactional, and general adjustment partially mediate the relationships between learning goal orientation and expatriate outcomes.",Work,interactional,general adjustment,learning goal orientation,expatriate outcomes,,,52816,Work adjustment,Work,Mediator,52817,52816,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52815,Interaction adjustment,interactional,Mediator,52817,52815,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,Mediator,52817,52814,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52811,Learning goal orientation,learning goal orientation,Mediator,52817,52816,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,Mediator,52817,52815,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,Mediator,52817,52814,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,Hypothesis 5,Work and interaction adjustment partially mediate the relationships between a proving goal orientation and expatriate outcomes.,Work,interaction adjustment,proving goal orientation,expatriate outcomes,,,,52816,Work adjustment,Work,Mediator,52818,52816,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,Mediator,52818,52815,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52812,Proving goal orientation,proving goal orientation,Mediator,52818,52816,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,Mediator,52818,52815,3212,TRUE,0.05,Has effect,,
,,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,,,,,,,,,
,1037,,,,,,,Hypothesis 6,Work and interaction adjustment partially mediate the relationships between an avoiding goal orientation and expatriate outcomes.,Work,interaction adjustment,avoiding goal orientation,expatriate outcomes,,,,52816,Work adjustment,Work,,52819,52816,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction adjustment,,52819,52815,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,avoiding goal orientation,,52819,52816,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,,52819,52815,3212,TRUE,0.05,Has effect,,
,,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,,,,,,,,,
,1037,,,,,,,Hypothesis 7,"Work, interaction, and general adjustment partially mediate the relationships between perceived organizational support (POS) and expatriate outcomes.",Work,interaction,general adjustment,perceived organizational support,POS,expatriate outcomes,,52816,Work adjustment,Work,,3208,52816,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52815,Interaction adjustment,interaction,,3208,52815,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52814,General adjustment,general adjustment,,3208,52814,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3208,Perceived organizational support,perceived organizational support,,3208,52816,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3208,Perceived organizational support,POS,,3208,52815,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,,3208,52814,3212,TRUE,0.05,Has effect,,
,,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,,,,,,,,,
,1037,,,,,,,Hypothesis 8,"Work stress partially mediates the relationships (a) between an avoiding goal orientation and expatriate outcomes, and (b) between perceived organizational support (POS) and expatriate outcomes.",Work stress,avoiding goal orientation,expatriate outcomes,perceived organizational support,POS,expatriate outcomes,,3211,Work stress,Work stress,,52819,3211,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,52813,Avoiding goal orientation,avoiding goal orientation,,52819,3211,3212,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,,3208,3211,3213,TRUE,0.05,Has effect,,
,1037,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,,3208,3211,3212,TRUE,0.05,Has effect,,
,,,,,,,,,,,,,,,,,3208,Perceived organizational support,perceived organizational support,,,,,,,,,
,,,,,,,,,,,,,,,,,3208,Perceived organizational support,POS,,,,,,,,,
,,,,,,,,,,,,,,,,,3212,Premature return intentions,expatriate outcomes,,,,,,,,,
,,,,,,,,,,,,,,,,,3213,Job performance,expatriate outcomes,,,,,,,,,
,1054,,,Thomas,Connor,Jocelyn,,Hypothesis 1,"When implicit aggression is high, as explicit aggression increases there will be a corresponding increase in active counterproductive behaviors such that manifest aggressives will obtain the highest levels of active counterproductive behaviors. Alternatively, when implicit aggression is low, as explicit aggression increases there will be a corresponding decrease in active counterproductive behaviors such that overcompensating prosocials will obtain the lowest levels of active counterproductive behaviors.",implicit aggression,explicit aggression,active counterproductive behaviors,manifest aggressives,active counterproductive behaviors,implicit aggression,explicit aggression,2953,Implicit aggression [studies 1 and 2],implicit aggression,Moderating,2956,2953,2959,TRUE,0.01,Positive,"Variables highlighted in yellow are a combination of aggression & cognitive justification; it's not clear in the paper how the researchers determined which participants fell into which group, and the justification part is not a variable in the paper",
,1054,,,,,,,,,active counterproductive behaviors,overcompensating prosocials,active counterproductive behaviors,,,,,2969,Implicit aggression [study 3],implicit aggression,,2963,2953,2964,TRUE,0.01,Positive,,
,1054,,,,,,,,,,,,,,,,2956,Explicit aggression [studies 1 and 3],explicit aggression,,2956,2969,52878,TRUE,0.01,Positive,,
,,,,,,,,,,,,,,,,,2963,Explicit aggression [study 2],explicit aggression,,2956,2969,52879,TRUE,0.01,Positive,,
,,,,,,,,,,,,,,,,,2959,Dishonesty,active counterproductive behaviors,,2956,2969,52880,TRUE,0.01,Positive,,
